u;v;oneway;length;geometry;name
210959966;210962203;True;435.02400000000006;LINESTRING (-8.422447 41.5452414, -8.4222365 41.5453056, -8.4205193 41.5456992, -8.4200087 41.5458368, -8.4195104 41.5459999, -8.4192645 41.546095, -8.4189886 41.5462432, -8.4186695 41.5464474, -8.4184923 41.546598, -8.4179941 41.547079);['Avenida Imaculada Conceição', 'Avenida João XXI']
210959966;3028486900;True;226.081;LINESTRING (-8.422447 41.5452414, -8.4222437 41.5452746, -8.420811 41.5455892, -8.4204035 41.5456849, -8.4200334 41.5457787, -8.4199863 41.5457901, -8.4198486 41.5458309);Avenida Imaculada Conceição
210962203;1745349944;True;51.63699999999999;LINESTRING (-8.4183096 41.5466813, -8.4181211 41.5468982, -8.4180184 41.5470211, -8.4179941 41.547079);Avenida João XXI
211283281;6135208347;True;90.488;LINESTRING (-8.4132405 41.5482997, -8.4131383 41.5481554, -8.4128234 41.5477108, -8.4127312 41.5475807);Rua Doutor Francisco Duarte
211283281;1584764120;True;28.24;LINESTRING (-8.413567 41.5482433, -8.4133933 41.5482873, -8.4133096 41.548304, -8.4132405 41.5482997);Rua Doutor Francisco Duarte
211283281;1584764126;True;25.156;LINESTRING (-8.4133838 41.5484989, -8.4133648 41.5484725, -8.4132405 41.5482997);Rua Doutor Francisco Duarte
211284516;211284519;True;19.089;;Praceta Doutor Luís de Almeida Braga
211284516;211284761;False;42.765;;Praceta Doutor Luís de Almeida Braga
211284516;1675798693;False;135.615;;Praceta Doutor Luís de Almeida Braga
211284516;211285767;True;49.446;;Praceta Doutor Luís de Almeida Braga
211284519;211284520;True;48.709;;Praceta Doutor Luís de Almeida Braga
211284519;244035696;False;102.395;;Praceta Doutor Luís de Almeida Braga
211284520;1584764126;True;72.00699999999999;LINESTRING (-8.4130891 41.5490004, -8.4133201 41.5489006, -8.4133869 41.5488605, -8.4134247 41.5488188, -8.4134455 41.5487548, -8.4134583 41.5486857, -8.4134458 41.5485989, -8.4134155 41.5485598, -8.4133838 41.5484989);Rua Doutor Francisco Duarte
211284520;211285767;True;19.504;;Rua Doutor Francisco Duarte
